資料番号,書誌ID,書誌情報,請求記号,巻冊次等／表示用巻号／製本巻号,学年,利用者区分名称,所属名称,貸出カウンタ種別名称,返却カウンタ種別名称,和洋区分名称,所在名称,貸出日,貸出時刻,貸出曜日,返却日,返却時刻
00110267105,TT21850112,"ムギ・ヒツジ・奴隷 / 中川洋一郎著. -- 学文社, 2011.9. -- xiv, 253p : 挿図, 地図 ; 22cm. -- (ヨーロッパ経済史 ; 1).",DC381/053,,02,学生,理学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,135852,4,20160620,100807
00880145741,TT20041875,"理性の破壊 / ルカーチ[著] ; 暉峻凌三, 飯島宗享, 生松敬三訳 ; 上, 下. -- 2版. -- 白水社, 1987.8-1987.9. -- 2冊 ; 20cm. -- (ルカーチ著作集 / ルカーチ著 ; 12-13).",US21/014,下,D3,大学院生,教育学部,本館メインカウンター,本館メインカウンター,和書,本館書庫,20160601,140202,4,20160707,104714
01601805258,TT21329721,"Max Scheler, 1874-1928 : an intellectual portrait / by John Raphael Staude. -- Free Press. -- 298 p. : port. ; 22 cm.",IIA2-2/SR35,,D3,大学院生,教育学部,本館メインカウンター,本館メインカウンター,洋書,本館書庫旧片平,20160601,140206,4,20160707,104714
01840297085,TT20201992,"知識社会学 / 徳永恂編. -- 東京大学出版会, 1976.3. -- ii, 252p ; 22cm. -- (社会学講座 / 福武直監修 ; 11).",E5/03,,D3,大学院生,教育学部,本館メインカウンター,本館メインカウンター,和書,本館書庫,20160601,140208,4,20160707,104714
01840307916,TT20119628,"知識社会学 / 新明正道著. -- 誠信書房, 1977.1. -- vii, 548p ; 22cm. -- (新明正道著作集 / 新明正道著 ; 第6巻).",EC1/050,,D3,大学院生,教育学部,本館メインカウンター,本館メインカウンター,和書,本館書庫,20160601,140211,4,20160707,104714
00040241387,TT21416645,"憲法 / 辻村みよ子著. -- 第2版. -- 日本評論社, 2004.3. -- 35, 578, 24p ; 22cm.",AZ-213/0490,,04,学生,法学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,140220,4,20160601,183052
00140056321,TT21970654,"憲法判例 / 戸松秀典, 初宿正典編著. -- 第7版. -- 有斐閣, 2014.3. -- xxi, 618p ; 22cm.",AZ-213/0853,,04,学生,法学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,140224,4,20160601,183049
00120349522,TT21913786,"刑事訴訟法 / 宇藤崇, 松田岳士, 堀江慎司著. -- 有斐閣, 2012.12. -- xxiv, 538p ; 22cm. -- (LEGAL QUEST).",AZ-791/0740,,04,学生,法学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,140230,4,20160601,183051
00090328201,TT21693060,"刑法総論の思考方法 / 大塚裕史著. -- 新版補訂版. -- 早稲田経営出版, 2008.11. -- 13, 566, vip ; 21cm.",AZ-712/0200,,04,学生,法学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,140259,4,20160622,082549
00130084861,TT21938965,"パートナー機能形態学 : ヒトの成り立ち / 高野行夫, 岩崎克典, 原英彰編集. -- 改訂第2版. -- 南江堂, 2013.3. -- xiv, 296p ; 26cm.",SC64/063,,01,学生,薬学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,140729,4,20160618,180611
00090323424,TT21765433,"Pirates of the Caribbean : at world's end / retold by Karen Holmes ; [book], [book and CD pack]. -- Pearson Education, 2009. -- v, 56 p. : col. ill. ; 20 cm. -- (Penguin readers ; level 3).",KS61/19,[with audio CD],01,学生,教育学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,140901,4,20160620,113407
00010290778,TT21104240,"ブルデュー社会学を読む : 社会的行為のリアリティーと主体性の復権 / 安田尚著. -- 青木書店, 1998.12. -- 212p : 挿図 ; 22cm.",EC1/0443,,M2,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館書庫,20160601,141111,4,20160707,143046
00930285511,TT20050253,"構造と実践 : ブルデュー自身によるブルデュー / ピエール・ブルデュー [著] ; 石崎晴己訳. -- 新評論, 1988.4. -- iii, 358p ; 22cm.",EC1/0214,,M2,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館書庫,20160601,141111,4,20160707,143046
00990131995,TT21121812,"日本の歴史社会学 / 筒井清忠編. -- 岩波書店, 1999.6. -- xv, 338p ; 20cm.",EC1/0450,,M2,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館書庫,20160601,141111,4,20160707,143046
01600148999,TT20119887,"社会理論と社会構造 / ロバート・K.マートン [著] ; 森東吾 [ほか] 共訳. -- みすず書房, 1961.9. -- 4, 4, 576, 23p ; 22cm.",IIA9/マ30,,M2,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館書庫旧片平,20160601,141111,4,20160707,143046
01860024911,TT21044886,"City limits / Paul E. Peterson ; : pbk. -- University of Chicago Press, 1981. -- xvi, 268 p. : ill. ; 24 cm.",AU-391/36,,M1,大学院生,教育学部,本館メインカウンター,本館メインカウンター,洋書,本館書庫,20160601,141129,4,20160607,122039
00910015458,TT20134555,"After the revolution? : authority in a good society / Robert A. Dahl ; : pbk.. -- Rev. ed. -- Yale University Press, c1990. -- vii, 145 p. ; 22 cm.",EC29/36,,M1,大学院生,教育学部,本館メインカウンター,本館メインカウンター,洋書,本館書庫,20160601,141132,4,20160607,122039
00070117351,TT21566656,"アメリカ都市教育政治の研究 : 20世紀におけるシカゴの教育統治改革 / 小松茂久著. -- 人文書院, 2006.8. -- 410p : 挿図 ; 22cm. -- (神戸学院大学人文学部人間文化研究叢書).",FB82/077,,M1,大学院生,教育学部,本館メインカウンター,本館メインカウンター,和書,本館書庫,20160601,141134,4,20160711,191650
00120191708,TT21904898,"脳は、あなたにウソをつく : 脳科学が「あなたの不思議体験」の謎を解く / 篠原菊紀著. -- 河出書房新社, 2012.7. -- 215p ; 18cm. -- (KAWADE夢新書).",SC361/0462,,01,学生,教育学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,141247,4,20160623,122951
00050005029,TT21483550,"天才の創りかた / 川島隆太著. -- 講談社インターナショナル, 2004.11. -- 209p, 図版[4]p ; 20cm.",SC364/0227,,01,学生,教育学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,141252,4,20160622,120657
00070289134,TT21653820,"欲望について / ウィリアム・B・アーヴァイン著 ; 竹内和世訳. -- 白揚社, 2007.12. -- 297p ; 22cm.",SB115/043,,01,学生,教育学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,141258,4,20160607,144748
01850196293,TT20114391,"現代の教育 / 天野正輝[ほか]共著. -- 朝倉書店, 1984.4. -- 201p ; 21cm.",FB14/0211,,01,学生,教育学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,141304,4,20160606,152144
00980294512,TT21093607,"近世秋田の町人社会 / 金森正也著. -- 無明舎出版, 1998.6. -- 388p ; 19cm.",GC28/060,,D3,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館書庫,20160601,141409,4,20160712,214349
01840947491,TT20233755,"岡山藩政史の研究 / 谷口澄夫著. -- 塙書房, 1964.3. -- 17, 772p ; 22cm.",GC216/03,,D3,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館書庫,20160601,141412,4,20160712,214349
00960317830,TT21004326,"岡山藩 / 谷口澄夫著. -- 吉川弘文館, 1964.2. -- 13, 325, 12p : 挿図(2図) ; 20cm. -- (日本歴史叢書 / 日本歴史学会編 ; 5).",GC/017,,D3,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館書庫BF2高柳文庫,20160601,141414,4,20160712,214349
00960321575,TT21004688,"藩制成立史の綜合研究 : 米沢藩 / 藩政史研究会編. -- 吉川弘文館, 1963.3. -- 23, 839p, 図版[4]枚 : 挿図, 地図 ; 22cm.",GB/0260,,D3,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館書庫BF2高柳文庫,20160601,141417,4,20160712,214349
00960306297,TT20384539,"徳川時代ノ文學ニ見エタル私法 / 中田薫著. -- 明治堂, 1925.9. -- 4, 262p : 挿図 ; 23cm.",AZ/0133,,D3,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館書庫BF2高柳文庫,20160601,141419,4,20160712,214349
00960306271,TT20384537,"幕藩体制における武士家族法 / 鎌田浩著. -- 成文堂, 1970.1. -- 6, 286, 8p : 図版 ; 22cm. -- (基礎法学叢書 ; 1).",AZ/0134,,D3,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館書庫BF2高柳文庫,20160601,141422,4,20160712,214349
00050067196,TT21491502,"秋田市の歴史 : 図説 / 秋田市. -- 秋田市, 2005.3. -- 249p : 図版 ; 30cm.",GC28/075,,D3,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館書庫,20160601,141427,4,20160712,214349
00130254504,TT21960649,"線形代数 / 大原仁著. -- 講談社, 2013.11. -- vi, 146p ; 21cm. -- (カラーテキスト).",MA64/0437,,01,学生,工学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,141454,4,20160606,135927
00120123842,TT21894568,"International law as law of the European Union / edited by Enzo Cannizzaro, Paolo Palchetti, Ramses A. Wessel ; : hardback. -- Martinus Nijhoff Publishers, 2012. -- x, 418 p. ; 25 cm. -- (Studies in EU external relations / edited by Marc Maresceau ; editorial board, Marise Cremona ... [et al.] ; v. 5).",A152/25,,D3,大学院生,法学部,本館メインカウンター,本館メインカウンター,洋書,本館2F学閲,20160601,141542,4,20160622,092439
00130142163,TT21947270,"法学のおもしろさ : 法の起源から人権まで / 山本聡著. -- 改訂版. -- 北樹出版, 2013.4. -- 231p ; 21cm.",A121/0749,,D3,大学院生,法学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,141542,4,20160622,154221
00150105853,TT22022277,"法情報の調べ方入門 : 法の森のみちしるべ / ロー・ライブラリアン研究会編. -- 日本図書館協会, 2015.5. -- xiii, 202p : 挿図 ; 19cm. -- (JLA図書館実践シリーズ ; 28).",A121/0792,,D3,大学院生,法学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,141542,4,20160622,154218
00150150435,TT22028984,"法学のお作法 / 吉田利宏著. -- 法律文化社, 2015.9. -- vi, 186p : 挿図 ; 21cm.",A121/0793,,D3,大学院生,法学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,141542,4,20160622,154220
00150217782,TT22031932,"法学入門 : はじめて学ぶ法学 / 田中淳子, 大野正博編 ; 伊藤雄太 [ほか著]. -- 成文堂, 2015.10. -- vi, 162p ; 26cm.",A121/0796,,D3,大学院生,法学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,141542,4,20160629,194750
00075007458,ZZ30015394,"大正大学大学院研究論集 / 大正大学大学院. -- 創刊[1]号 (昭52.3)-. -- 大正大学大学院, 1977.3-. -- 冊 ; 21-30cm.",,27-29,D3,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館2号館,20160601,141555,4,20160605,185620
00140294261,TT21765152,"Othello / William Shakespeare ; retold by Rosalie Kerr ; [book], [book and CD pack]. -- Pearson Education, 2008. -- viii, 55 p. : ill. ; 20 cm. -- (Penguin readers ; level 3).",KS61/19,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,141616,4,20160622,161848
00140301685,TT21765432,"Matilda / Roald Dahl ; retold by John Escott ; [book], [book and CD pack]. -- Pearson Education, 2008. -- vi, 45 p. : col. ill. ; 20 cm. -- (Penguin readers ; level 3).",KS61/19,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,141625,4,20160607,174441
00140294394,TT21765154,"Martin Luther King / Coleen Degnan-Veness ; [book], [book and CD pack]. -- Pearson Education, 2008, c2003. -- [iv], 46 p. : ill. (some col.) ; 20 cm. -- (Penguin readers ; level 3).",KS61/19,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,141632,4,20160607,184110
00140294020,TT21765349,"A midsummer night's dream / William Shakespeare ; retold by Chris Rice ; [book], [book and CD pack]. -- Pearson Education, 2008. -- viii, 55 p. : ill. ; 20 cm. -- (Penguin readers ; level 3).",KS61/19,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,141638,4,20160622,161849
00030176959,TT21182992,"三島由紀夫全集 / 三島由紀夫著 ; 1 - 検索CD-ROM. -- 決定版. -- 新潮社, 2000.11-2006.4. -- 44冊 ; 20cm + CD7枚 + DVD1枚.",KH348/06,31,M2,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館書庫,20160601,141737,4,20160611,191441
00140269553,TT21866947,"The emerald crown / Sir Arthur Conan Doyle ; text adaptation by Janet Hardy-Gould ; illustrated by Marcela Hajdinjak-Krec ; : bk, : book and multiROM. -- Oxford University Press, 2007, c2010. -- 51 p. : ill. (chiefly col.), port. ; 21 cm. -- (Dominoes ;  level 1 . Sherlock Holmes).",KS61/32,,01,学生,教育学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,141807,4,20160612,164906
00080157031,TT21688456,"武士はなぜ歌を詠むか : 鎌倉将軍から戦国大名まで / 小川剛生著. -- 角川学芸出版. -- 270p : 挿図, 肖像 ; 20cm. -- (角川叢書 ; 40).",KG123/058,,M2,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,142055,4,20160712,171005
00150175814,TT22031061,"藤原定家名歌注釈 / 小田剛著. -- 武蔵野書院, 2015.9. -- viii, 247p ; 22cm.",KG136/069,,M2,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,142103,4,20160611,191415
00140257010,TT21762681,"Tales of horror / Bram Stoker ; retold by John Davey ; : pbk, audio CD. -- Macmillan Heinemann ELT, 2005. -- 71 p. : ill. ; 20 cm. + audio CD (12 cm.). -- (Macmillan readers ; 3. elementary level).",KS61/18,,01,学生,文学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,142137,4,20160607,174136
00140350053,TT21766010,"Spider-man / based on the Marvel comic book by Stan Lee and Steve Ditko ; [1] : [TEXT] - 3 : [CD pack]. -- Scholastic, 2007. -- 3 v. : ill. ; 20 cm. -- (Scholastic reader ; Level 1, Level 2, Level3).",KS61/17,2 : [CD pack],01,学生,文学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,142140,4,20160607,174140
00120313435,TT21813038,"Killer bees!. -- Heinle cengage learning, c2009. -- 32 p. : col. ill. ; 21 cm. -- (Footprint reading library / Rob Waring, series editor . National geographic ; intermediate 1300 headwords ; B1).",KS61/23,,01,学生,教育学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,142403,4,20160613,151154
00140278140,TT21810884,"The memory man. -- Thomson Heinle, c2008. -- 24 p. : col. ill. ; 21 cm. -- (Footprint reading library / Rob Waring, series editor . National geographic ; 1000 headwords).",KS61/23,,01,学生,教育学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,142408,4,20160613,151151
