資料番号,書誌ID,書誌情報,請求記号,巻冊次等／表示用巻号／製本巻号,学年,利用者区分名称,所属名称,貸出カウンタ種別名称,返却カウンタ種別名称,和洋区分名称,所在名称,貸出日,貸出時刻,貸出曜日,返却日,返却時刻
00150029674,TT22011909,"イスラーム法の「変容」 : 近代との邂逅 / 大河原知樹, 堀井聡江著. -- 山川出版社, 2014.12. -- 113p : 挿図, 肖像, 地図 ; 21cm. -- (イスラームを知る ; 17).",HR41/065,,01,学生,経済学部,本館メインカウンター,,和書,本館2F学閲,20160601,160017,4,,
00130085281,TT21938819,"情報セキュリティ入門 / 羽室英太郎著. -- 第2版. -- 慶應義塾大学出版会, 2013.2. -- viii, 340p ; 21cm.",M151/0404,,01,学生,法学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,160142,4,20160613,122922
00130322261,TT21965929,"情報リテラシー : メディアを手中におさめる基礎能力 / 山川修 [ほか] 著. -- 第3版. -- 森北出版, 2013.12. -- iv, 168p ; 22cm.",M151/0422,,01,学生,法学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,160148,4,20160613,122925
00160001131,TT21980511,情報リテラシー入門 / 平田浩一 [ほか] 著 ; 日経BP社編 ; 2013年版 - 2016年版. -- 日経BP社. -- 冊 : 挿図 ; 26cm.,M151/0449,2016年版,01,学生,法学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,160151,4,20160613,122927
00120252593,TT21914159,"聴解 : 本試験と同形式の問題を解きながら聴解力レベルアップ / 坂本勝信, 吉原こずえ著 ; N1, N2. -- アルク, 2012.7. -- 2冊 ; 26cm. -- (日本語能力試験レベルアップトレーニング).",KF31/0381,N1,,大学院生,経済学部,本館メインカウンター,本館メインカウンター,和書,本館グローバル留学生用,20160601,160257,4,20160620,153723
00140358894,TT22002703,"新完全マスター漢字日本語能力試験N1 / 石井怜子 [ほか] 著. -- スリーエーネットワーク, 2010.10. -- viii, 197p ; 26cm.",KF31/0450,,,大学院生,経済学部,本館メインカウンター,本館メインカウンター,和書,本館グローバル留学生用,20160601,160304,4,20160620,153729
00120251635,TT21914161,"日本語能力試験徹底トレーニング : 絶対合格 / 松岡龍美 [著] ; N1文法 - NI1読解. -- アスク出版, 2010.11-. -- 冊 ; 26cm.",KF31/0382,N1読解,,大学院生,経済学部,本館メインカウンター,本館メインカウンター,和書,本館グローバル留学生用,20160601,160310,4,20160620,153735
00090341999,TT21767633,"西太平洋の遠洋航海者 : メラネシアのニュー・ギニア諸島における、住民たちの事業と冒険の報告 / B・マリノフスキ [著] ; 増田義郎訳. -- 講談社, 2010.3. -- 445p : 挿図, 地図 ; 15cm. -- (講談社学術文庫 ; [1985]).",US1/0229/1985,,02,学生,文学部,本館メインカウンター,本館メインカウンター,和書,本館1F学閲新書講談社学術,20160601,160338,4,20160608,123420
00110345870,TT21865461,"Good-bye, Mr. Chips / by James Hilton ; adapted by Bruce Rogers. -- アイビーシーパブリッシング. -- 137 p. ; 18 cm. -- (洋販ラダーシリーズ ; Level 3(1600‐word)).",KS61/25,,01,学生,文学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders緑,20160601,160541,4,20160607,182244
00110345944,TT21812983,"Quill, the life of a guide dog / photographs by Ryohei Akimoto ; text by Kengo Ishiguro ; translated by Yoko Toyozaki and Stuart Varnam-Atkin. -- アイビーシーパブリッシング. -- 165 p. : ill. ; 18 cm. -- (洋販ラダーシリーズ ; Level 3(1600‐word)).",KS61/25,,01,学生,文学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders緑,20160601,160546,4,20160607,182243
00090038230,TT21716116,"The adventures of Huckleberry Finn / Mark Twain ; retold by Diane Mowat ; illustrated by Paul Fisher Johnson ; : [book with audio CD], : audio CD. -- Oxford University Press, c2008. -- 56 p. : ill. ; 20 cm. -- (Oxford bookworms library / series editor, Jennifer Bassett ; Classics ; stage 2).",KS61/15,[book with audio CD],01,学生,経済学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,160600,4,20160603,161117
00140106490,TT21988411,"John F. Kennedy / Anne Collins ; : [pbk.]. -- Oxford University Press, 2014. -- 56 p. : ill. (some col.) ; 22 cm. -- (Oxford bookworms library / series editor, Jennifer Bassett ; Factfiles ; stage 2).",KS61/15,,01,学生,経済学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,160725,4,20160603,161122
00140349877,TT21766003,"Monster house / based on the screenplay by Dan Harmon & Rob Schrab and Pamela Pettler ; Story by Dazn Harmon and Rob Schrab ; [TEXT], [CD pack]. -- Scholastic, 2007. -- 40 p : ill. ; 20 cm. -- (Scholastic reader ; Level 1).",KS61/17,,01,学生,経済学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,160803,4,20160603,161119
00100299408,TT21818201,"地下室の手記 / ドストエフスキー著 ; 安岡治子訳. -- 光文社, 2007.5. -- 285p ; 16cm. -- (光文社古典新訳文庫 ; [KAト1-6]).",KP224/016,,01,学生,文学部,本館メインカウンター,本館メインカウンター,和書,本館1F学閲新書光文社古典,20160601,160813,4,20160620,111848
00130255893,TT21961304,"アローの不可能性定理 : 枠組みの検討と応用可能性 / 松本保美著. -- 勁草書房, 2013.10. -- xi, 255p : 挿図 ; 22cm.",DA43/078,,02,学生,法学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,160832,4,20160610,180941
00120205129,TT21906118,"社会的選択の理論・序説 / 鈴村興太郎著. -- 東洋経済新報社, 2012.6. -- xv, 464p : 挿図 ; 22cm.",DA43/074,,02,学生,法学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,160837,4,20160610,180943
00110273260,TT21851736,"アナンダ / 手塚治虫著. -- 潮出版社, 1987.11. -- 348p ; 20cm. -- (ブッダ / 手塚治虫著 ; 第6巻).",HM9/031,,01,学生,工学部,本館メインカウンター,本館メインカウンター,和書,本館グローバルComic,20160601,160848,4,20160603,130054
00050328117,TT21531806,"国際関係論とジェンダー : 安全保障のフェミニズムの見方 / J.アン・ティックナー [著] ; 進藤久美子, 進藤榮一訳. -- 岩波書店, 2005.11. -- xii, 236, 5p ; 20cm.",A71/0165,,M1,大学院生,国際文化,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,160922,4,20160603,131521
00011012641,TT21171290,"グローバル/ジェンダー・ポリティクス : 国際関係論とフェミニズム / 土佐弘之著. -- 世界思想社, 2000.7. -- ii, 233p ; 19cm. -- (Sekaishiso seminar).",A11/033,,M1,大学院生,国際文化,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,160924,4,20160603,131525
00070176314,TT21636618,"戦争とジェンダー : 戦争を起こす男性同盟と平和を創るジェンダー理論 / 若桑みどり著. -- 大月書店, 2005.4. -- 240p ; 20cm. -- (Somo-somo sosyo).",EF71/0307,,M1,大学院生,国際文化,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,160925,4,20160603,131528
00070005183,TT21597091,"国際法・国際関係とジェンダー / 植木俊哉, 土佐弘之編. -- 東北大学出版会, 2007.2. -- [5], 368p : 挿図 ; 22cm. -- (東北大学21世紀COEプログラムジェンダー法・政策研究叢書 ; 第7巻).",EF71/0297,,M1,大学院生,国際文化,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,160927,4,20160603,131531
00090083350,TT21718956,"コア講義生化学 / 田村隆明著. -- 裳華房, 2009.3. -- viii, 198p : 挿図 ; 21cm.",RA71/0585,,01,学生,医学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,161000,4,20160615,122834
00110273251,TT21851734,"鹿野苑 / 手塚治虫著. -- 潮出版社, 1987.10. -- 346p ; 20cm. -- (ブッダ / 手塚治虫著 ; 第5巻).",HM9/031,,01,学生,工学部,本館メインカウンター,本館メインカウンター,和書,本館グローバルComic,20160601,161038,4,20160603,130051
00090134516,TT21733725,"癒しとしての死の哲学 / 小浜逸郎著. -- 洋泉社, 2009.7. -- 287p ; 18cm. -- (MC新書 ; 037).",H45/0232,,01,学生,文学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,161132,4,20160614,143634
01850307922,TT20101046,"日本人の生死観 / 宗教思想研究会編. -- 大蔵出版, 1972.1. -- 286p ; 20cm. -- (大蔵選書 ; 9).",HA5/04,,01,学生,文学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,161139,4,20160614,143633
00000029318,TT20341860,"?谷春容 / 赤心子編輯 ; 兪爲民校點 . 國色天香 / ?敬所編輯 ; 兪爲民校點 ; : set, 上, 下. -- 江蘇古籍出版社, 1994.8. -- 2冊 ; 21cm. -- (中國話本大系).",KK228/081,上,D3,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館書庫,20160601,161143,4,20160628,124434
00000029326,TT20341860,"?谷春容 / 赤心子編輯 ; 兪爲民校點 . 國色天香 / ?敬所編輯 ; 兪爲民校點 ; : set, 上, 下. -- 江蘇古籍出版社, 1994.8. -- 2冊 ; 21cm. -- (中國話本大系).",KK228/081,下,D3,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館書庫,20160601,161143,4,20160628,124434
00900371620,TT21728991,"公案小説漫話 / 張國風著. -- 中華書局, 1989.12. -- vi, 137p ; 17cm. -- (小説軒 / 劉逸生主編).",KK327/020,,D3,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館書庫,20160601,161143,4,20160628,124434
00910221981,TT21549559,"廉明奇判公案傳, 4卷 / (明) 余象斗編. -- 上海古籍出版社, [1990.8]. -- 2, 8, 304p ; 19cm. -- (古本小説集成 / 古本小説集成編輯委員會編).",KK444/0137,,D3,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館書庫BF1中・韓書別置,20160601,161143,4,20160719,160218
00150057740,TT22016269,"死生学 : 死の隠蔽から自己確信へ / 岩崎大著. -- 春風社, 2015.2. -- 418p ; 20cm.",H45/0292,,01,学生,文学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,161143,4,20160614,143632
00910222821,TT21549942,"燕居筆記 / (明) 馮夢龍編 ; 1 - 6. -- 上海古籍出版社, [1990.8]. -- 6冊 ; 19cm. -- (古本小説集成 / 古本小説集成編輯委員會編).",KK444/0137,1,D3,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館書庫BF1中・韓書別置,20160601,161143,4,20160719,160208
00910222898,TT21549946,"國色天香, 10卷 / (明) 呉敬所編輯 ; 上, 下. -- 上海古籍出版社, [1990.8]. -- 2冊 ; 19cm. -- (古本小説集成 / 古本小説集成編輯委員會編).",KK444/0137,上,D3,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館書庫BF1中・韓書別置,20160601,161143,4,20160721,155825
00910222903,TT21549946,"國色天香, 10卷 / (明) 呉敬所編輯 ; 上, 下. -- 上海古籍出版社, [1990.8]. -- 2冊 ; 19cm. -- (古本小説集成 / 古本小説集成編輯委員會編).",KK444/0137,下,D3,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館書庫BF1中・韓書別置,20160601,161143,4,20160721,155822
00970121202,TT21035787,"國色天香, 10巻 / 呉敬所編集. -- [出版者不明], [出版年不明]. -- 5冊 ; 23cm.",KK228/099,"巻之2,巻之3",D3,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館書庫,20160601,161143,4,20160604,155710
00970121211,TT21035787,"國色天香, 10巻 / 呉敬所編集. -- [出版者不明], [出版年不明]. -- 5冊 ; 23cm.",KK228/099,"巻之4,巻之5",D3,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館書庫,20160601,161143,4,20160604,155743
00970121229,TT21035787,"國色天香, 10巻 / 呉敬所編集. -- [出版者不明], [出版年不明]. -- 5冊 ; 23cm.",KK228/099,巻之6,D3,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館書庫,20160601,161143,4,20160604,155729
00150165891,TT22030669,"同性愛をめぐる歴史と法 : 尊厳としてのセクシュアリティ / 三成美保編著. -- 明石書店, 2015.8. -- 317p : 挿図, 地図 ; 20cm. -- (世界人権問題叢書 ; 94).",EF91/0140,,03,学生,法学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,161209,4,20160616,130027
00000134521,TT21175220,"ヴォート基礎生化学 / D.Voet, J.G.Voet, C.W.Pratt著 ; 田宮信雄 [ほか] 訳. -- 東京化学同人, 2000.3. -- xiii, 679p ; 28cm.",RA71/0421,,01,学生,医学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,161231,4,20160620,122337
00140342449,TT21914946,"スタンフォードの自分を変える教室 / ケリー・マクゴニガル著 ; 神崎朗子訳. -- 大和書房, 2012.10. -- 342p ; 20cm.",SB118/023,,M1,大学院生,経済学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,161245,4,20160622,194032
00010101021,TT21042021,"シンプル生化学 / 林典夫, 廣野治子編集. -- 改訂第3版. -- 南江堂, 1997.4. -- xi, 383p ; 26cm.",RA71/0435,,01,学生,医学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,161301,4,20160620,122338
00130290088,TT21963087,"櫛 / NHK「美の壺」制作班編. -- 日本放送出版協会, 2008.4. -- 70p : 挿図 ; 21cm. -- (NHK美の壺).",K19/037,,D1,大学院生,国際文化,本館メインカウンター,本館メインカウンター,和書,本館グローバル留学生用,20160601,161303,4,20160624,135726
00090125863,TT21729988,"唐代の人は漢詩をどう詠んだか : 中国音韻学への誘い / 大島正二著. -- 岩波書店, 2009.6. -- xviii, 199, 4p : 挿図 ; 20cm.",KK22/0316,,D1,大学院生,国際文化,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,161317,4,20160605,203101
01850474705,TT20140704,"中国仏教文学研究 / 加地哲定著. -- 増補. -- 同朋舎出版, 1979.10. -- 365p ; 19cm.",KK64/027,,D1,大学院生,国際文化,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,161322,4,20160617,114636
01850339520,TT20104421,"求道と悦楽 : 中国の禅と詩 / 入矢義高著. -- 岩波書店, 1983.1. -- vii, 246p ; 20cm.",HM174/01,,D1,大学院生,国際文化,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,161325,4,20160605,203102
00130141529,TT21930136,"さらば、食料廃棄 : 捨てない挑戦 / シュテファン・クロイツベルガー, バレンティン・トゥルン著 ; 長谷川圭訳. -- 春秋社, 2013.3. -- xvi, 397p ; 20cm.",DM171/0149,,01,学生,文学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,161344,4,20160621,142839
01810079601,TT20286110,"English poems / selected and edited, with illustrative and explanatory notes and bibliographies by Walter C. Bronson ; v. 1 - v. 4. -- Granger Book Co., 1979. -- v ; 20 cm. -- (Granger poetry library).",KE214/27,v. 2,M2,大学院生,文学部,本館メインカウンター,本館メインカウンター,洋書,本館書庫,20160601,161350,4,20160606,151519
01810280935,TT21088353,"Sonnets of the English Renaissance / selected and edited by J. W. Lever ; pbk. -- Athlone Press, 1974. -- [6], 186 p. ; 21 cm. -- (Athlone Renaissance library).",KS141/22,,M2,大学院生,文学部,本館メインカウンター,本館メインカウンター,洋書,本館書庫,20160601,161355,4,20160606,151512
01800776920,TT21618989,"The Elizabethan sonnet sequences : studies in conventional conceits / Lisle Cecil John. -- Russell & Russell, 1964. -- x, 278 p. ; 23 cm.",931/226,,M2,大学院生,文学部,本館メインカウンター,本館メインカウンター,洋書,本館書庫旧教養,20160601,161404,4,20160616,214828
00890193911,TT20075270,"Sir Philip Sidney / edited by Katherine Duncan-Jones ; : pbk. -- Oxford University Press, 1989. -- xxiii, 416 p. ; 23 cm. -- (The Oxford authors / general editor, Frank Kermode).",KS171-1/9,,M2,大学院生,文学部,本館メインカウンター,本館メインカウンター,洋書,本館書庫,20160601,161409,4,20160606,151515
00085002372,ZZ30014722,"國學院雜誌. -- [1卷]1[號] ([明27.11])-. -- 國學院, 1894-. -- 冊 ; 21cm.",,108(1-8),03,学生,文学部,本館メインカウンター,本館メインカウンター,和書,本館2号館,20160601,161425,4,20160606,181141
00040248441,TT20285560,"源氏物語 / [紫式部著] ; 阿部秋生 [ほか] 校注・訳 ; 1 - 6. -- 小学館, 1994.3-1998.4. -- 6冊 ; 23cm. -- (新編日本古典文学全集 ; 20-25).",KH2/01,2,03,学生,文学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,161443,4,20160606,181147
00090262285,TT20285560,"源氏物語 / [紫式部著] ; 阿部秋生 [ほか] 校注・訳 ; 1 - 6. -- 小学館, 1994.3-1998.4. -- 6冊 ; 23cm. -- (新編日本古典文学全集 ; 20-25).",KH2/01,3,03,学生,文学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,161447,4,20160606,181139
00090232676,TT20285560,"源氏物語 / [紫式部著] ; 阿部秋生 [ほか] 校注・訳 ; 1 - 6. -- 小学館, 1994.3-1998.4. -- 6冊 ; 23cm. -- (新編日本古典文学全集 ; 20-25).",KH2/01,4,03,学生,文学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,161505,4,20160606,181144
00090258748,TT21759921,"ブラック・ジャック / 手塚治虫著 ; 1 - 17. -- 秋田書店, 1987-2004. -- 17冊 ; 20cm.",US21/0221,2,01,学生,法学部,本館メインカウンター,本館メインカウンター,和書,本館グローバルComic,20160601,161506,4,20160606,120346
00090258730,TT21759921,"ブラック・ジャック / 手塚治虫著 ; 1 - 17. -- 秋田書店, 1987-2004. -- 17冊 ; 20cm.",US21/0221,1,01,学生,法学部,本館メインカウンター,本館メインカウンター,和書,本館グローバルComic,20160601,161509,4,20160606,120349
00030054964,TT21350555,"源氏物語の精神分析学 : エロス・権力・救済のパラダイム / 中本征利著. -- 蝸牛新社, 2002.9. -- 412p : 挿図 ; 22cm.",KG59/0243,,03,学生,文学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,161512,4,20160608,130805
00150247780,TT22031243,"語彙意味論の新たな可能性を探って / 由本陽子, 小野尚之編. -- 開拓社, 2015.11. -- ix, 498p ; 22cm.",KE87/064,,D1,大学院生,国際文化,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,161646,4,20160711,112335
00885050944,ZZ30019242,"日本語学 / 明治書院 [編]. -- 1巻1号 (1982.11)-. -- 明治書院, 1982-. -- 冊 ; 21cm.",,6(1-6),03,学生,文学部,本館メインカウンター,本館メインカウンター,和書,本館2号館,20160601,161913,4,20160608,130809
00130130422,TT21929525,"人権 / 渋谷秀樹, 赤坂正浩著. -- 第5版. -- 有斐閣, 2013.3. -- xv, 378p ; 19cm. -- (有斐閣アルマ ;  Specialized . 憲法 / 渋谷秀樹, 赤坂正浩著 ; 1).",AZ-225/0246,,01,学生,経済学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,162023,4,20160608,124506
00130189421,TT21949212,"民事訴訟法 / 山本弘, 長谷部由起子, 松下淳一著. -- 第2版. -- 有斐閣, 2013.10. -- xxiv, 470p ; 19cm. -- (有斐閣アルマ . Specialized).",AZ-785/0916,,01,学生,経済学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,162027,4,20160608,124504
00090037603,TT21715772,"Nelson Mandela / Rowena Akinyemi ; : pbk, : [book with 2audio CDs], : [2 audio CDs]. -- Oxford University Press, 2008. -- 88 p. : col. ill., map ; 22 cm. -- (Oxford bookworms library / series editor, Jennifer Bassett ; Factfiles ; stage 4).",KS61/15,[book with 2 audio CDs],01,学生,工学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,162029,4,20160603,103239
01830768533,TT20143833,"日本文学史序説 / 加藤周一著 ; 上, 下. -- 筑摩書房, 1975.2-1980.4. -- 2冊 ; 21cm.",KG12/019,上,D1,大学院生,国際文化,本館メインカウンター,本館メインカウンター,和書,本館書庫,20160601,162042,4,20160819,163410
00130340436,TT21936033,"Tennis science / Patricia Bow ; : pbk. -- Crabtree Pub., 2009. -- 32 p. : col. ill. ; 26 cm. -- (Sports science).",KS61/78,,01,学生,工学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,162050,4,20160603,103342
00120320108,TT21936035,"Cycling science / James Bow ; : pbk. -- Crabtree Pub., 2009. -- 32 p. : col. ill. ; 26 cm. -- (Sports science).",KS61/78,,01,学生,工学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,162108,4,20160603,103341
00130340254,TT21936036,"Swimming science / H?l?ne Boudreau ; : pbk. -- Crabtree Pub., 2009. -- 32 p. : col. ill. ; 26 cm. -- (Sports science).",KS61/78,,01,学生,工学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,162113,4,20160603,103340
00140255171,TT21868109,"All about the music / Julian Thomlinson ; : pbk. -- Heinle cengage learning, c2012. -- 46 p. : ill. ; 21 cm. -- (Page turners / Rob Waring, series editor ; Headwords levels 4).",KS61/24,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,162118,4,20160608,163039
00120286542,TT21811571,"A kitchen love story / [by] Sue Leather and Julian Thomlinson ; : pbk. -- Heinle cengage learning, c2011. -- 46 p. : ill. ; 21 cm. -- (Page turners / Rob Waring, series editor ; Headwords levels 3).",KS61/24,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,162123,4,20160608,163038
00140277366,TT21933923,"Rumble in the rainforest / written by Sarah Hines Stephens ; illustrated by Dan Schoening ; : pbk. -- Stone Arch Books, 2011. -- 49 p. : col. ill. ; 20 cm. -- (DC super heroes . Wonder Woman).",KS61/57,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,162127,4,20160607,140141
01820121484,TT20325154,"図録日本医事文化史料集成 / 日本医史学会編 ; 第1巻 - 付録. -- 三一書房, 1977-1979. -- 冊 ; 38cm + 付録(30cm).",SC28/011,第1巻,D1,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館書庫大型本,20160601,162234,4,20160711,101535
01820121516,TT20325154,"図録日本医事文化史料集成 / 日本医史学会編 ; 第1巻 - 付録. -- 三一書房, 1977-1979. -- 冊 ; 38cm + 付録(30cm).",SC28/011,第4巻,D1,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館書庫大型本,20160601,162240,4,20160711,101540
00140247757,TT21932693,"The red-headed league / Arthur Conan Doyle ; adapted by Maria Cleary. -- Helbling Languages, 2007. -- 63 p. : col. ill. ; 21 cm. + 1 sound disc (4 3/4 in.). -- (Helbling readers / series editor Maria Cleary ;  Red series . Classics ; level 2).",KS61/50,[with audio CD],01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,162306,4,20160608,163041
00140291240,TT21933368,"White fang / Jack London ; adapted by David A. Hill. -- Helbling Languages, 2011. -- 76 p. : col. ill. ; 21 cm. + 1 sound disc (4 3/4 in.). -- (Helbling readers / series editor Maria Cleary ;  Red series . Classics ; level 3).",KS61/50,[with audio CD],01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,162311,4,20160608,163043
00100245046,TT21716195,"A Christmas carol / Charles Dickens ; retold by Clare West ; illustrated by Ian Miller ; : [book with 2audio CDs], : [2 audio CDs]. -- Oxford University Press, c2008. -- 72 p. : ill. ; 20 cm. -- (Oxford bookworms library / series editor, Jennifer Bassett ; Classics ; stage 3).",KS61/15,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,162316,4,20160610,143630
00970169090,TT20215977,"流体力学 / 日野幹雄著. -- [改訂版]. -- 朝倉書店, 1992.12. -- xxi, 469p : 挿図, 肖像 ; 22cm.",MC75/062,,M1,大学院生,工学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,162316,4,20160620,173439
00100244816,TT21809741,"The star zoo / Harry Gilbert. -- Oxford University Press, c2008. -- 72 p. : ill. ; 20 cm. -- (Oxford bookworms library / series editor, Jennifer Bassett ; Fantasy & horror ; stage 3).",KS61/15,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,162321,4,20160610,143628
00991002997,TT20316940,"概説数理統計 / 鈴木義也他編著. -- 共立出版, 1994.12. -- iv, 123p ; 21cm.",MA211/0607,,02,学生,理学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,162343,4,20160620,123336
00140100721,TT21766251,"Pride & prejudice / Jane Austen ; : [TEXT], : [CD pack]. -- Scholastic, c2007. -- 88 p. : ill. ; 20 cm. -- (Scholastic reader ; Level 3).",KS61/17,: [TEXT],01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,162423,4,20160613,124751
00140100911,TT21766273,"Vanity fair / William Makepeace Thackeray ; : [CD pack]. -- Scholastic, 2009. -- 88 p : ill. ; 20 cm. -- (Scholastic reader ; Level 3).",KS61/17,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,162427,4,20160613,124753
00110382730,TT21813038,"Killer bees!. -- Heinle cengage learning, c2009. -- 32 p. : col. ill. ; 21 cm. -- (Footprint reading library / Rob Waring, series editor . National geographic ; intermediate 1300 headwords ; B1).",KS61/23,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,162442,4,20160615,162444
00140247294,TT21868944,"Caring for our planet / Joyce Hannam ; : [bk.], : [book with 1 audio CD], : [1 audio CD]. -- Oxford University Press, 2010. -- 56 p. : col. ill., col. map ; 21 cm. -- (Oxford read and discover / series editor, Hazel Geatches ; CLIL adviser, John Clegg ; level 6).",KS61/34,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,162452,4,20160608,161920
00140247351,TT21868939,"Incredible energy / Louise & Richard Spilsbury ; : [bk.], : [book with 1 audio CD]. -- Oxford University Press, 2011. -- 56 p. : col. ill. ; 21 cm. -- (Oxford read and discover / series editor, Hazel Geatches ; CLIL adviser, John Clegg ; level 6).",KS61/34,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,162457,4,20160606,153918
00140247152,TT21868948,"Cells and microbes / Louise & Richard Spilsbury ; : [bk.], : [book with 1 audio CD]. -- Oxford University Press, 2010. -- 56 p. : col. ill. ; 21 cm. -- (Oxford read and discover / series editor, Hazel Geatches ; CLIL adviser, John Clegg ; level 6).",KS61/34,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,162501,4,20160606,153919
00140247201,TT21868899,"Your amazing body / Robert Quinn ; : [bk.], : [book with 1 audio CD], : [1 audio CD]. -- Oxford University Press, 2010. -- 56 p. : ill. (chiefly col.) ; 21 cm. -- (Oxford read and discover / series editor, Hazel Geatches ; CLIL adviser, John Clegg ; level 6).",KS61/34,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,162506,4,20160608,161915
00140100375,TT21988264,"Senna / Fiona Beddall ; : pbk.[CD pack], : [Text]. -- Scholastic, 2012. -- 56 p. : ill. ; 20 cm. + 1 sound disc. -- (Scholastic reader ; Level 2).",KS61/17,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,162509,4,20160615,162442
